Unnamed: 0,time,seconds_elapsed,z,y,x,str_time,difference
1502,1711523609507015200,14.62201513671875,9.783408164978027,0.6600599884986877,0.1401399970054626,2024-03-27 07:13:29.507015200,0.5199199914932251
1503,1711523609516661000,14.631660888671876,9.781335830688477,0.6897259950637817,0.1418740004301071,2024-03-27 07:13:29.516661000,0.5478519946336746
1504,1711523609526307000,14.64130712890625,9.7806396484375,0.7013760209083557,0.1324310004711151,2024-03-27 07:13:29.526307000,0.5689450204372406
1505,1711523609535953000,14.650952880859377,9.776869773864746,0.7507830262184143,0.1397619992494583,2024-03-27 07:13:29.535953000,0.611021026968956
1506,1711523609545598700,14.6605986328125,9.775736808776855,0.7665960192680359,0.1330250054597854,2024-03-27 07:13:29.545598700,0.6335710138082504
1507,1711523609555244800,14.670244873046874,9.770501136779783,0.8284810185432434,0.1459909975528717,2024-03-27 07:13:29.555244800,0.6824900209903717
1508,1711523609564890600,14.679890625,9.768891334533691,0.847553014755249,0.1441950052976608,2024-03-27 07:13:29.564890600,0.7033580094575882
1509,1711523609574536700,14.68953662109375,9.762752532958984,0.909223973751068,0.1798450052738189,2024-03-27 07:13:29.574536700,0.7293789684772491
1510,1711523609584182500,14.6991826171875,9.760998725891112,0.926468014717102,0.1869489997625351,2024-03-27 07:13:29.584182500,0.739519014954567
1511,1711523609593828400,14.708828369140624,9.75462532043457,0.9794650077819824,0.2414969950914383,2024-03-27 07:13:29.593828400,0.7379680126905441
1512,1711523609603474400,14.718474365234377,9.753373146057127,0.988821029663086,0.2536509931087494,2024-03-27 07:13:29.603474400,0.7351700365543367
1513,1711523609613120300,14.728120361328124,9.747682571411133,1.032575011253357,0.2946999967098236,2024-03-27 07:13:29.613120300,0.7378750145435333
1514,1711523609622766000,14.73776611328125,9.747281074523926,1.0344159603118896,0.3014599978923797,2024-03-27 07:13:29.622766000,0.7329559624195099
1515,1711523609632412200,14.747412109375,9.743172645568848,1.0702550411224363,0.3090479969978332,2024-03-27 07:13:29.632412200,0.761207044124603
1516,1711523609642058200,14.757058349609377,9.74333667755127,1.069525957107544,0.3064189851284027,2024-03-27 07:13:29.642058200,0.7631069719791412
1517,1711523609651704300,14.766704345703126,9.740812301635742,1.09476900100708,0.2974140048027038,2024-03-27 07:13:29.651704300,0.7973549962043762
1518,1711523609661350100,14.77635009765625,9.741143226623535,1.0936319828033447,0.2906779944896698,2024-03-27 07:13:29.661350100,0.8029539883136749
1519,1711523609670996000,14.785995849609376,9.739815711975098,1.1059980392456057,0.2883110046386719,2024-03-27 07:13:29.670996000,0.8176870346069338
1520,1711523609680641800,14.795641845703123,9.740169525146484,1.1030689477920532,0.2875770032405853,2024-03-27 07:13:29.680641800,0.8154919445514679
1521,1711523609690287900,14.805287841796876,9.739275932312012,1.110131025314331,0.2906849980354309,2024-03-27 07:13:29.690287900,0.8194460272789001
1522,1711523609699933700,14.81493359375,9.738975524902344,1.1111390590667725,0.2967999875545501,2024-03-27 07:13:29.699933700,0.8143390715122223
1523,1711523609709579800,14.824579833984377,9.737909317016602,1.1189639568328855,0.3023659884929657,2024-03-27 07:13:29.709579800,0.8165979683399198
1524,1711523609719225600,14.8342255859375,9.736035346984863,1.1322590112686155,0.3130260109901428,2024-03-27 07:13:29.719225600,0.8192330002784727
1525,1711523609728871400,14.843871337890626,9.734580039978027,1.1412320137023926,0.3254689872264862,2024-03-27 07:13:29.728871400,0.8157630264759064
1526,1711523609738517500,14.853517578125,9.731240272521973,1.1670509576797483,0.3336740136146545,2024-03-27 07:13:29.738517500,0.8333769440650938
1527,1711523609748163300,14.863163330078123,9.72903537750244,1.1786500215530396,0.3564620018005371,2024-03-27 07:13:29.748163300,0.8221880197525024
1528,1711523609757809200,14.87280908203125,9.726364135742188,1.1990610361099243,0.3612110018730163,2024-03-27 07:13:29.757809200,0.837850034236908
1529,1711523609767455200,14.882455322265624,9.72839069366455,1.1740700006484983,0.3877710103988647,2024-03-27 07:13:29.767455200,0.7862989902496336
1530,1711523609777101000,14.89210107421875,9.72834300994873,1.1752300262451172,0.3854289948940277,2024-03-27 07:13:29.777101000,0.7898010313510895
1531,1711523609786747100,14.9017470703125,9.734092712402344,1.1306029558181765,0.3735960125923157,2024-03-27 07:13:29.786747100,0.7570069432258608
1532,1711523609796393200,14.911393310546876,9.735633850097656,1.120597004890442,0.363438993692398,2024-03-27 07:13:29.796393200,0.7571580111980438
1533,1711523609806038800,14.921038818359374,9.74260425567627,1.067914962768555,0.3340559899806976,2024-03-27 07:13:29.806038800,0.7338589727878573
1534,1711523609815684900,14.930684814453125,9.744501113891602,1.0571800470352173,0.3122029900550842,2024-03-27 07:13:29.815684900,0.7449770569801331
1535,1711523609825330700,14.94033056640625,9.750826835632324,1.0118199586868286,0.2607220113277435,2024-03-27 07:13:29.825330700,0.7510979473590851
1536,1711523609834976500,14.9499765625,9.752235412597656,1.0079480409622192,0.2198490053415298,2024-03-27 07:13:29.834976500,0.7880990356206894
1537,1711523609844622600,14.95962255859375,9.757391929626465,0.9717839956283568,0.1390050053596496,2024-03-27 07:13:29.844622600,0.8327789902687073
1538,1711523609854268700,14.9692685546875,9.758193016052246,0.970471978187561,0.0791160017251968,2024-03-27 07:13:29.854268700,0.8913559764623642
1539,1711523609863914500,14.97891455078125,9.761880874633787,0.9355090260505676,-0.029671000316739,2024-03-27 07:13:29.863914500,0.9651800263673066
1540,1711523609873560600,14.988560546875,9.76149082183838,0.9345139861106871,-0.1017690002918243,2024-03-27 07:13:29.873560600,1.0362829864025114
1541,1711523609883206400,14.998206298828125,9.761886596679688,0.9076949954032898,-0.2281479984521865,2024-03-27 07:13:29.883206400,1.1358429938554764
1542,1711523609892852200,15.007852294921875,9.759589195251465,0.9129210114479064,-0.2955920100212097,2024-03-27 07:13:29.892852200,1.2085130214691162
1543,1711523609902498300,15.017498291015626,9.755014419555664,0.9180160164833068,-0.4090490043163299,2024-03-27 07:13:29.902498300,1.3270650207996366
1544,1711523609912144400,15.027144287109374,9.750797271728516,0.9406999945640564,-0.4554330110549927,2024-03-27 07:13:29.912144400,1.396133005619049
1545,1711523609921790500,15.03679052734375,9.747504234313965,0.9605889916419984,-0.4835489988327026,2024-03-27 07:13:29.921790500,1.444137990474701
1546,1711523609931436300,15.046436279296875,9.742085456848145,1.0010679960250854,-0.509913980960846,2024-03-27 07:13:29.931436300,1.5109819769859314
1547,1711523609941082000,15.05608203125,9.74240779876709,1.027997970581055,-0.4462090134620666,2024-03-27 07:13:29.941082000,1.4742069840431216
1548,1711523609950728000,15.06572802734375,9.737069129943848,1.0740480422973633,-0.4541819989681244,2024-03-27 07:13:29.950728000,1.5282300412654877
1549,1711523609960374000,15.0753740234375,9.738624572753906,1.104006052017212,-0.3327830135822296,2024-03-27 07:13:29.960374000,1.4367890655994415
1550,1711523609970019800,15.085019775390624,9.734726905822754,1.138926982879639,-0.3291360139846802,2024-03-27 07:13:29.970019800,1.468062996864319
1551,1711523609979665700,15.094665771484374,9.735499382019045,1.162632942199707,-0.1967500001192093,2024-03-27 07:13:29.979665700,1.3593829423189163
1552,1711523609989311700,15.104311767578125,9.734359741210938,1.1746309995651243,-0.1813230067491531,2024-03-27 07:13:29.989311700,1.3559540063142774
1553,1711523609998957600,15.11395751953125,9.736617088317873,1.1686819791793823,-0.0534190014004707,2024-03-27 07:13:29.998957600,1.222100980579853
1554,1711523610008603400,15.123603271484376,9.73774242401123,1.1601899862289429,-0.0270450003445148,2024-03-27 07:13:30.008603400,1.1872349865734577
1555,1711523610018249500,15.13324951171875,9.739869117736816,1.139407992362976,0.0840839967131614,2024-03-27 07:13:30.018249500,1.0553239956498146
1556,1711523610027895600,15.1428955078125,9.741510391235352,1.1225019693374634,0.1155230030417442,2024-03-27 07:13:30.027895600,1.0069789662957191
1557,1711523610037541400,15.152541259765623,9.740850448608398,1.1171590089797974,0.1954260021448135,2024-03-27 07:13:30.037541400,0.9217330068349838
